EPOCH_Time_ms,Wrist_Position,Sensor_Type,Value_X_Axis,Value_Y_Axis,Value_Z_Axis
1680882371692,right,acc,0.6751648783683777,3.0550012588500977,9.497797966003418
1680882371711,right,acc,0.6392518281936646,2.9472622871398926,9.6989107131958
1680882371731,right,acc,0.6560112833976746,2.9735984802246094,9.653421401977539
1680882371751,right,acc,0.706289529800415,3.021482467651367,9.440337181091309
1680882371771,right,acc,0.7158663272857666,3.2154128551483154,9.35654067993164
1680882371793,right,acc,0.6703764796257019,3.00711727142334,9.232041358947754
1680882371812,right,acc,0.7445967197418213,2.9472622871398926,9.066842079162598
1680882371832,right,acc,0.7924807667732239,2.889801502227783,8.913613319396973
1680882371852,right,acc,0.8092401623725891,2.8227639198303223,9.100360870361328
1680882371872,right,acc,0.7398083209991455,2.9065608978271484,9.100360870361328
1680882371893,right,acc,0.8355764150619507,2.87064790725708,9.114726066589355
1680882371912,right,acc,0.8212111592292786,2.849100112915039,9.220070838928223
1680882371932,right,acc,0.6440402865409851,2.8634653091430664,9.390059471130371
1680882371952,right,acc,0.40222588181495667,3.0813376903533936,9.461885452270508
1680882371973,right,acc,0.4381389021873474,3.0885202884674072,9.409213066101074
1680882371994,right,acc,0.3663128614425659,3.028665065765381,9.452308654785156
1680882372013,right,acc,0.4141969084739685,2.9448680877685547,9.658209800720215
1680882372033,right,acc,0.49320554733276367,2.9879636764526367,9.363722801208496
1680882372053,right,acc,0.524330198764801,2.9472622871398926,9.344569206237793
1680882372073,right,acc,0.5841852426528931,2.913743495941162,9.174580574035645
1680882372094,right,acc,0.5386953949928284,2.911349296569824,9.062053680419922
1680882372113,right,acc,0.6823474764823914,2.9712042808532715,9.248801231384277
1680882372133,right,acc,0.7445967197418213,2.827552318572998,9.418789863586426
1680882372153,right,acc,0.7445967197418213,2.8347349166870117,9.349357604980469
1680882372174,right,acc,0.689530074596405,2.853888511657715,9.205705642700195
1680882372195,right,acc,0.7230489253997803,2.75812029838562,9.296685218811035
1680882372214,right,acc,0.828393816947937,2.801215887069702,9.461885452270508
1680882372234,right,acc,0.7086837291717529,2.889801502227783,9.38048267364502
1680882372254,right,acc,0.49799394607543945,2.8586769104003906,9.217676162719727
1680882372274,right,acc,0.569819986820221,2.96162748336792,9.481039047241211
1680882372295,right,acc,0.4692635238170624,2.911349296569824,9.311050415039062
1680882372314,right,acc,0.629675030708313,2.985569477081299,9.20091724395752
1680882372335,right,acc,0.6536170840263367,2.9161376953125,9.282320022583008
1680882372355,right,acc,0.5339069962501526,2.959233283996582,9.263166427612305
1680882372375,right,acc,0.4620809257030487,3.1100680828094482,9.081207275390625
1680882372396,right,acc,0.4692635238170624,3.043030261993408,9.141061782836914
1680882372415,right,acc,0.6488286852836609,3.0597896575927734,9.284713745117188
1680882372435,right,acc,0.727837324142456,2.9017724990844727,9.2033109664917
1680882372455,right,acc,0.7565677165985107,2.868253707885742,9.181763648986816
1680882372475,right,acc,0.7565677165985107,2.8131868839263916,9.255983352661133
1680882372496,right,acc,0.7374141216278076,2.9041666984558105,9.399636268615723
1680882372516,right,acc,0.6943184733390808,2.894589900970459,9.3828763961792
1680882372536,right,acc,0.689530074596405,2.983175277709961,9.306262016296387
1680882372558,right,acc,0.8092401623725891,2.875436305999756,9.339780807495117
1680882372576,right,acc,0.7709329724311829,2.7964274883270264,9.253589630126953
1680882372597,right,acc,0.7829039692878723,2.892195701599121,9.402029991149902
1680882372616,right,acc,0.7015010714530945,2.9041666984558105,9.148244857788086
1680882372636,right,acc,0.7110779285430908,2.935291290283203,9.210494041442871
1680882372656,right,acc,0.6727706789970398,2.96162748336792,9.260771751403809
1680882372676,right,acc,0.7086837291717529,2.849100112915039,9.282320022583008
1680882372698,right,acc,0.6057330369949341,2.9281086921691895,9.26795482635498
1680882372717,right,acc,0.6871358752250671,2.8610711097717285,9.404424667358398
1680882372737,right,acc,0.6560112833976746,2.827552318572998,9.289502143859863
1680882372757,right,acc,0.768538773059845,2.8826189041137695,9.339780807495117
1680882372777,right,acc,0.7110779285430908,2.889801502227783,9.308655738830566
1680882372798,right,acc,0.6488286852836609,2.956839084625244,9.461885452270508
1680882372817,right,acc,0.5171475410461426,2.9257144927978516,9.342175483703613
1680882372837,right,acc,0.5434837937355042,2.9161376953125,9.366117477416992
1680882372857,right,acc,0.5841852426528931,2.9544448852539062,9.44752025604248
1680882372877,right,acc,0.6584054827690125,2.937685489654541,9.378087997436523
1680882372899,right,acc,0.6200982332229614,2.985569477081299,9.224859237670898
1680882372918,right,acc,0.6440402865409851,2.9089550971984863,9.229647636413574
1680882372938,right,acc,0.5722141861915588,3.0765492916107178,9.275136947631836
1680882372958,right,acc,0.7637503147125244,2.942473888397217,9.095572471618652
1680882372978,right,acc,0.8643068075180054,2.8179752826690674,9.167398452758789
1680882372999,right,acc,0.8427590131759644,2.7772738933563232,9.253589630126953
1680882373018,right,acc,0.8020575642585754,2.786850690841675,9.327810287475586
1680882373038,right,acc,0.768538773059845,2.760514497756958,9.461885452270508
1680882373059,right,acc,0.8020575642585754,2.801215887069702,9.639056205749512
1680882373079,right,acc,0.7637503147125244,2.87064790725708,9.749189376831055
1680882373100,right,acc,0.6727706789970398,2.8443117141723633,9.555258750915527
1680882373119,right,acc,0.4692635238170624,2.985569477081299,9.385271072387695
1680882373139,right,acc,0.45010992884635925,3.0382418632507324,9.308655738830566
1680882373160,right,acc,0.4692635238170624,3.021482467651367,9.23682975769043
1680882373179,right,acc,0.5027823448181152,3.0142998695373535,9.287108421325684
1680882373200,right,acc,0.5219359993934631,3.023876667022705,9.196128845214844
1680882373219,right,acc,0.5123591423034668,2.9496564865112305,9.138668060302734
1680882373239,right,acc,0.5746083855628967,3.026270866394043,9.208099365234375
1680882373260,right,acc,0.7182605266571045,2.964021682739258,9.373299598693848
1680882373280,right,acc,0.7398083209991455,2.9735984802246094,9.337387084960938
1680882373301,right,acc,0.7015010714530945,2.911349296569824,9.308655738830566
1680882373320,right,acc,0.7757213711738586,2.8826189041137695,9.354146003723145
1680882373340,right,acc,0.667982280254364,2.8802247047424316,9.2033109664917
1680882373360,right,acc,0.7469909191131592,2.875436305999756,9.229647636413574
1680882373380,right,acc,0.7852981686592102,2.8850131034851074,9.296685218811035
1680882373402,right,acc,0.8068459630012512,2.964021682739258,9.258378028869629
1680882373420,right,acc,0.7661445140838623,2.978386878967285,9.287108421325684
1680882373440,right,acc,0.730231523513794,2.9688100814819336,9.208099365234375
1680882373461,right,acc,0.6536170840263367,3.050212860107422,9.315838813781738
1680882373481,right,acc,0.667982280254364,3.043030261993408,9.248801231384277
1680882373502,right,acc,0.5770025849342346,2.9927520751953125,9.191340446472168
1680882373521,right,acc,0.6392518281936646,2.920926094055176,9.23443603515625
1680882373541,right,acc,0.7206547260284424,2.9544448852539062,9.344569206237793
1680882373561,right,acc,0.5817909836769104,2.980781078338623,9.409213066101074
1680882373581,right,acc,0.48602294921875,3.0334534645080566,9.330204010009766
1680882373602,right,acc,0.5051765441894531,3.0765492916107178,9.35654067993164
1680882373621,right,acc,0.586579442024231,2.9472622871398926,9.375694274902344
1680882373642,right,acc,0.6775590777397156,2.999934673309326,9.454702377319336
1680882373662,right,acc,0.6129156351089478,3.0142998695373535,9.313444137573242
1680882373682,right,acc,0.608127236366272,3.0597896575927734,9.263166427612305
1680882373703,right,acc,0.6847416758537292,2.937685489654541,9.229647636413574
1680882373722,right,acc,0.7086837291717529,2.985569477081299,9.342175483703613
1680882373742,right,acc,0.7254431247711182,2.9975404739379883,9.342175483703613
1680882373903,right,acc,0.6153098344802856,3.002328872680664,9.299078941345215
1680882373904,right,acc,0.7230489253997803,3.0166940689086914,9.313444137573242
1680882373904,right,acc,0.7709329724311829,2.9472622871398926,9.129091262817383
1680882373904,right,acc,0.7206547260284424,2.999934673309326,9.251194953918457
1680882373905,right,acc,0.7206547260284424,3.0166940689086914,9.260771751403809
1680882373905,right,acc,0.6488286852836609,2.959233283996582,9.306262016296387
1680882373905,right,acc,0.7086837291717529,2.9688100814819336,9.229647636413574
1680882373905,right,acc,0.7254431247711182,2.985569477081299,9.095572471618652
1680882373923,right,acc,0.9313444495201111,2.9281086921691895,9.148244857788086
1680882373943,right,acc,1.0869675874710083,2.851494312286377,8.83699893951416
1680882373963,right,acc,1.1037269830703735,2.920926094055176,8.753201484680176
1680882373983,right,acc,0.9744400978088379,2.9759926795959473,8.681375503540039
1680882374004,right,acc,0.8331822156906128,2.9688100814819336,8.69334602355957
1680882374024,right,acc,0.6416460275650024,2.8802247047424316,8.858546257019043
1680882374044,right,acc,0.5219359993934631,2.7964274883270264,8.846575736999512
1680882374064,right,acc,0.47165772318840027,2.765302896499634,9.196128845214844
1680882374084,right,acc,0.24660277366638184,2.75812029838562,9.478644371032715
1680882374105,right,acc,0.10055647045373917,2.868253707885742,9.433155059814453
1680882374124,right,acc,-0.19393034279346466,2.8826189041137695,9.361329078674316
1680882374144,right,acc,-0.10055647045373917,2.8395233154296875,9.253589630126953
1680882374165,right,acc,0.10534487664699554,2.7126305103302,9.239224433898926
1680882374185,right,acc,0.2561795711517334,2.3965959548950195,8.71728801727295
1680882374206,right,acc,0.3926490843296051,2.322375535964966,9.066842079162598
1680882374225,right,acc,0.47644615173339844,2.425326347351074,9.05487060546875
1680882374245,right,acc,-0.24899697303771973,1.946485996246338,8.731653213500977
1680882374265,right,acc,-0.363918662071228,1.8962076902389526,9.21288776397705
1680882374285,right,acc,-0.3998316824436188,1.889025092124939,9.706093788146973
1680882374306,right,acc,-0.20111294090747833,1.9321208000183105,10.474632263183594
1680882374325,right,acc,-0.43335050344467163,1.8770540952682495,10.323798179626465
1680882374345,right,acc,-0.8236053586006165,1.8148049116134644,9.806650161743164
1680882374366,right,acc,-1.1971008777618408,1.580173134803772,10.17296314239502
1680882374386,right,acc,-1.5753847360610962,1.7764976024627686,10.371682167053223
1680882374407,right,acc,-1.4748282432556152,1.8267759084701538,10.122684478759766
1680882374426,right,acc,-1.2976573705673218,1.6831238269805908,10.08198356628418
1680882374446,right,acc,-1.235408067703247,1.6280571222305298,10.158597946166992
1680882374466,right,acc,-1.2306196689605713,1.6927006244659424,10.307038307189941
1680882374486,right,acc,-0.9217676520347595,1.8291701078414917,10.338163375854492
1680882374507,right,acc,-1.1300631761550903,1.7525556087493896,9.677363395690918
1680882374526,right,acc,-0.8164227604866028,1.5825673341751099,9.84256362915039
1680882374547,right,acc,-0.7086837291717529,1.699883222579956,9.715670585632324
1680882374567,right,acc,-0.9648633003234863,1.5682021379470825,9.586383819580078
1680882374587,right,acc,-0.608127236366272,1.623268723487854,9.490615844726562
1680882374608,right,acc,-0.6129156351089478,1.7094600200653076,9.32302188873291
1680882374627,right,acc,-0.586579442024231,1.7741034030914307,9.502586364746094
1680882374647,right,acc,-0.4884171485900879,1.6065093278884888,9.346963882446289
1680882374667,right,acc,-0.5147533416748047,1.6831238269805908,9.409213066101074
1680882374687,right,acc,-0.3878606855869293,1.4772224426269531,9.655815124511719
1680882374709,right,acc,-0.28969839215278625,1.5514427423477173,9.5624418258667
1680882374727,right,acc,-0.26096799969673157,1.3862427473068237,9.442731857299805
1680882374748,right,acc,-0.19153612852096558,1.3958195447921753,9.430760383605957
1680882374768,right,acc,-0.20111294090747833,1.4389152526855469,9.543288230895996
1680882374788,right,acc,-0.26096799969673157,1.3766659498214722,9.835380554199219
1680882374809,right,acc,-0.22505496442317963,1.414973258972168,9.749189376831055
1680882374828,right,acc,-0.21787235140800476,1.3862427473068237,9.703699111938477
1680882374848,right,acc,-0.13168109953403473,1.2306196689605713,9.694122314453125
1680882374868,right,acc,-0.2944868206977844,1.4101848602294922,9.81143856048584
1680882374888,right,acc,-0.4165911078453064,1.455674648284912,9.864110946655273
1680882374910,right,acc,-0.5363011956214905,1.5610195398330688,9.5624418258667
1680882374929,right,acc,-0.667982280254364,1.479616641998291,9.516951560974121
1680882374949,right,acc,-0.6560112833976746,1.680729627609253,9.732429504394531
1680882374969,right,acc,-0.9074024558067322,1.678335428237915,9.560047149658203
1680882374989,right,acc,-1.0007762908935547,1.8315643072128296,9.607931137084961
1680882375010,right,acc,-0.9313444495201111,1.8770540952682495,9.68694019317627
1680882375029,right,acc,-0.9409212470054626,1.8794482946395874,9.586383819580078
1680882375049,right,acc,-0.8619126081466675,1.723825216293335,9.828198432922363
1680882375069,right,acc,-0.7733271718025208,1.6950948238372803,9.727641105651855
1680882375089,right,acc,-0.7230489253997803,1.7860745191574097,9.739612579345703
1680882375111,right,acc,-0.5817909836769104,1.8531121015548706,10.010157585144043
1680882375130,right,acc,-0.4572925269603729,1.6519991159439087,9.955090522766113
1680882375150,right,acc,-0.40462008118629456,1.7908629179000854,9.75637149810791
1680882375170,right,acc,-0.4668693244457245,1.920149803161621,9.821015357971191
1680882375190,right,acc,-0.5171475410461426,1.9345149993896484,9.746794700622559
1680882375211,right,acc,-0.6512228846549988,1.944091796875,9.706093788146973
1680882375230,right,acc,-0.6823474764823914,1.9991583824157715,9.890447616577148
1680882375250,right,acc,-0.6320692300796509,2.032677173614502,10.496180534362793
1680882375271,right,acc,-0.45489832758903503,1.8052281141281128,10.718840599060059
1680882375291,right,acc,-0.4668693244457245,2.0254945755004883,10.431536674499512
1680882375312,right,acc,-0.4118026793003082,2.2170307636260986,10.807426452636719
1680882375331,right,acc,-0.5650315880775452,2.542642116546631,11.4849853515625
1680882375351,right,acc,-0.507570743560791,2.8203697204589844,10.989385604858398
1680882375371,right,acc,-0.15083470940589905,2.734178304672241,9.402029991149902
1680882375391,right,acc,-0.19393034279346466,2.9233202934265137,8.044517517089844
1680882375412,right,acc,-0.8690952062606812,3.1435868740081787,6.385335922241211
1680882375431,right,acc,-0.2298433631658554,2.82515811920166,5.233725070953369
1680882375452,right,acc,0.6009446382522583,3.043030261993408,4.206612586975098
1680882375472,right,acc,1.2018892765045166,3.598485231399536,4.2090067863464355
1680882375492,right,acc,1.9752163887023926,3.19865345954895,6.078877925872803
1680882375513,right,acc,1.6519991159439087,1.9369091987609863,9.282320022583008
1680882375532,right,acc,1.3958195447921753,1.216254472732544,12.042834281921387
1680882375552,right,acc,0.6009446382522583,1.1827356815338135,14.178462028503418
1680882375572,right,acc,0.19153612852096558,1.0271124839782715,17.0203800201416
1680882375592,right,acc,-0.3232172429561615,0.009576806798577309,18.21748161315918
1680882375613,right,acc,0.28730419278144836,0.8403648138046265,12.878411293029785
1680882375632,right,acc,-0.023942016065120697,1.9943699836730957,10.6709566116333
1680882375653,right,acc,-0.6799532771110535,2.5665841102600098,9.349357604980469
1680882375673,right,acc,-0.9576807022094727,2.693476915359497,8.166622161865234
1680882375693,right,acc,-0.17956513166427612,2.03507137298584,6.682217121124268
1680882375714,right,acc,0.6416460275650024,1.3838485479354858,4.350264549255371
1680882375733,right,acc,1.2114660739898682,0.6991068720817566,2.5330653190612793
1680882375753,right,acc,1.357512354850769,0.524330198764801,1.944091796875
1680882375773,right,acc,1.6663644313812256,0.9624691009521484,1.4676456451416016
1680882375793,right,acc,2.456450939178467,3.5194764137268066,0.06464344263076782
1680882375814,right,acc,0.5674257874488831,5.913678169250488,2.6575639247894287
1680882375834,right,acc,-0.5985504388809204,4.881777286529541,4.99669885635376
1680882375854,right,acc,0.14365209639072418,1.7908629179000854,11.185709953308105
1680882375874,right,acc,-3.1292216777801514,-1.7477672100067139,27.34657096862793
1680882375894,right,acc,-16.938976287841797,-13.922283172607422,49.39717102050781
1680882375915,right,acc,-1.534683346748352,2.5282769203186035,15.51921558380127
1680882375934,right,acc,-2.7054479122161865,0.42856210470199585,12.509703636169434
1680882375954,right,acc,-1.9847931861877441,1.0630255937576294,11.168951034545898
1680882375974,right,acc,-1.0773907899856567,1.2306196689605713,9.47146224975586
1680882375995,right,acc,-0.20350714027881622,0.5578489899635315,8.604761123657227
1680882376016,right,acc,0.5817909836769104,0.4213795065879822,6.682217121124268
1680882376035,right,acc,0.9911994934082031,0.7350199222564697,6.433219909667969
1680882376055,right,acc,0.933738648891449,0.9217676520347595,6.876147270202637
1680882376075,right,acc,0.5267243981361389,1.1180921792984009,7.922413349151611
1680882376095,right,acc,0.181959331035614,1.290474772453308,8.935160636901855
1680882376116,right,acc,0.1843535304069519,1.2976573705673218,9.289502143859863
1680882376135,right,acc,-0.06703764945268631,1.0247182846069336,9.737217903137207
1680882376155,right,acc,0.11252748221158981,0.9433154463768005,10.158597946166992
1680882376176,right,acc,-0.17956513166427612,0.8882488012313843,10.383652687072754
1680882376196,right,acc,-0.4357447028160095,0.9169792532920837,10.54406452178955
1680882376217,right,acc,-0.1628057211637497,0.8547300100326538,10.244789123535156
1680882376236,right,acc,-0.33279404044151306,0.9433154463768005,10.091560363769531
1680882376256,right,acc,-0.5171475410461426,1.1851298809051514,9.744400978088379
1680882376276,right,acc,-0.6727706789970398,1.2689268589019775,9.59596061706543
1680882376296,right,acc,-0.42856210470199585,1.3527239561080933,9.528923034667969
1680882376317,right,acc,-0.6799532771110535,1.4508862495422363,9.287108421325684
1680882376337,right,acc,-0.5315127968788147,1.5849615335464478,9.210494041442871
1680882376357,right,acc,-0.26575639843940735,1.3862427473068237,9.53849983215332
1680882376377,right,acc,-0.2585737705230713,1.6112977266311646,9.588777542114258
1680882376397,right,acc,-0.2106897532939911,1.9752163887023926,10.02452278137207
1680882376418,right,acc,-0.2082955539226532,2.2242133617401123,9.780313491821289
1680882376437,right,acc,-0.33279404044151306,2.049436569213867,10.192116737365723
1680882376457,right,acc,-0.031124621629714966,1.8914192914962769,10.225635528564453
1680882376477,right,acc,0.30885201692581177,1.900996208190918,10.560823440551758
1680882376497,right,acc,0.5291185975074768,1.4748282432556152,10.922348022460938
1680882376518,right,acc,-0.49559974670410156,0.811634361743927,11.190498352050781
1680882376538,right,acc,-0.5602431893348694,1.5418659448623657,11.142614364624023
1680882376558,right,acc,-0.6248866319656372,2.3582887649536133,11.908759117126465
1680882376578,right,acc,-0.629675030708313,2.513911724090576,12.133813858032227
1680882376598,right,acc,-0.0694318488240242,1.6519991159439087,10.579977035522461
1680882376619,right,acc,0.38067805767059326,1.6280571222305298,8.87051773071289
1680882376638,right,acc,1.9752163887023926,2.164358377456665,8.765172004699707
1680882376658,right,acc,1.889025092124939,2.2625205516815186,8.767566680908203
1680882376678,right,acc,1.3766659498214722,2.63362193107605,8.810662269592285
1680882376698,right,acc,1.2880805730819702,3.423708438873291,9.442731857299805
1680882376719,right,acc,1.678335428237915,2.5929205417633057,8.808267593383789
1680882376739,right,acc,2.5498247146606445,1.824381709098816,7.5417351722717285
1680882376759,right,acc,3.6559460163116455,1.434126853942871,7.6566572189331055
1680882376779,right,acc,3.9384617805480957,1.278503656387329,8.760383605957031
1680882376799,right,acc,3.691859006881714,1.3503297567367554,8.307879447937012
1680882376820,right,acc,2.940079689025879,1.5131354331970215,7.2352776527404785
1680882376839,right,acc,1.2425906658172607,2.3127987384796143,6.344634532928467
1680882376859,right,acc,0.3232172429561615,2.008735179901123,7.074865818023682
1680882376879,right,acc,-0.6607996821403503,1.534683346748352,7.4986395835876465
1680882376899,right,acc,-1.5945383310317993,0.7422025203704834,7.692570209503174
1680882376921,right,acc,-3.998316764831543,1.237802267074585,8.142680168151855
1680882376940,right,acc,-4.5394062995910645,1.4724340438842773,11.853693008422852
1680882376960,right,acc,-7.682993412017822,2.9520506858825684,15.167267799377441
1680882376980,right,acc,-3.2369606494903564,-0.06464344263076782,8.303091049194336
1680882377000,right,acc,-2.8586769104003906,0.6224924325942993,10.199298858642578
1680882377021,right,acc,-3.5482068061828613,0.4812345504760742,9.428366661071777
1680882377040,right,acc,-6.50025749206543,1.7357962131500244,9.157821655273438
1680882377060,right,acc,-6.232107162475586,1.946485996246338,9.876082420349121
1680882377080,right,acc,-5.78678560256958,1.7764976024627686,5.623979568481445
1680882377101,right,acc,-4.5609540939331055,1.6112977266311646,5.066130638122559
1680882377122,right,acc,-6.732495307922363,0.3926490843296051,5.0254292488098145
1680882377141,right,acc,-12.646173477172852,1.3503297567367554,6.011840343475342
1680882377161,right,acc,-10.046070098876953,0.6775590777397156,6.009446144104004
1680882377181,right,acc,-8.674192428588867,-0.047884032130241394,5.808333396911621
1680882377201,right,acc,-6.840234279632568,-0.5746083855628967,7.33583402633667
1680882377222,right,acc,-4.711789131164551,-1.8483237028121948,6.957550048828125
1680882377241,right,acc,-7.347805023193359,-0.3734954595565796,8.87291145324707
1680882377261,right,acc,-6.739677906036377,0.17477671802043915,9.275136947631836
1680882377282,right,acc,-5.396530628204346,0.0,8.501810073852539
1680882377302,right,acc,-2.849100112915039,-0.15562310814857483,8.564059257507324
1680882377323,right,acc,-1.161187767982483,-0.016759412363171577,9.66299819946289
1680882377342,right,acc,-1.0654197931289673,-0.090979665517807,10.536881446838379
1680882377362,right,acc,-2.760514497756958,-0.4812345504760742,9.780313491821289
1680882377382,right,acc,-3.892971992492676,0.33997663855552673,9.787496566772461
1680882377402,right,acc,-3.138798475265503,0.10295066982507706,9.557653427124023
1680882377423,right,acc,-1.0462661981582642,0.3016694188117981,8.14028549194336
1680882377442,right,acc,-2.873042106628418,0.7015010714530945,8.152256965637207
1680882377463,right,acc,-3.4404678344726562,0.3974374830722809,9.026140213012695
1680882377483,right,acc,-2.875436305999756,-0.10055647045373917,9.569623947143555
1680882377503,right,acc,-2.1475989818573,-0.040701430290937424,8.834604263305664
1680882377524,right,acc,-1.3958195447921753,-0.14604631066322327,8.329427719116211
1680882377543,right,acc,-0.5937620401382446,-0.3663128614425659,9.083600997924805
1680882377563,right,acc,-0.569819986820221,-1.0247182846069336,10.14902114868164
1680882377583,right,acc,-1.4460978507995605,-1.5418659448623657,11.585541725158691
1680882377603,right,acc,-1.6639702320098877,-2.2816741466522217,10.620678901672363
1680882377624,right,acc,-1.0845733880996704,-1.7070658206939697,9.725247383117676
1680882377643,right,acc,-1.460463047027588,-1.0319008827209473,10.36449909210205
1680882377663,right,acc,-0.6991068720817566,-0.9097966551780701,9.746794700622559
1680882377684,right,acc,-0.2082955539226532,-0.395043283700943,9.299078941345215
1680882377704,right,acc,-0.40462008118629456,-0.524330198764801,9.466673851013184
1680882377725,right,acc,-0.8355764150619507,-0.4644751250743866,10.000580787658691
1680882377744,right,acc,-1.3503297567367554,-0.5770025849342346,10.390835762023926
1680882377764,right,acc,-1.6160861253738403,-0.8810662031173706,10.474632263183594
1680882377784,right,acc,-1.2210428714752197,-1.1899182796478271,10.134655952453613
1680882377804,right,acc,-1.0271124839782715,-1.0031704902648926,9.713275909423828
1680882377825,right,acc,-0.8547300100326538,-0.7374141216278076,9.749189376831055
1680882377845,right,acc,-0.8954314589500427,-0.5434837937355042,10.038887977600098
1680882377865,right,acc,-0.6560112833976746,-0.09816227108240128,9.703699111938477
1680882377885,right,acc,-0.43095630407333374,0.19153612852096558,9.346963882446289
1680882377905,right,acc,-0.4812345504760742,0.4836287498474121,9.17936897277832
1680882377926,right,acc,-0.3974374830722809,0.5386953949928284,9.311050415039062
1680882377945,right,acc,-0.10295066982507706,0.7445967197418213,9.332598686218262
1680882377968,right,acc,-0.1149216815829277,0.9409212470054626,8.999804496765137
1680882377985,right,acc,-0.11013327538967133,1.0055646896362305,9.035717010498047
1680882378005,right,acc,-0.3471592366695404,0.9864110946655273,9.210494041442871
1680882378026,right,acc,-0.5626373887062073,0.8858546018600464,9.77791976928711
1680882378046,right,acc,-0.8595184087753296,0.608127236366272,10.223240852355957
1680882378066,right,acc,-0.5841852426528931,0.3208230137825012,9.828198432922363
1680882378086,right,acc,-0.5051765441894531,0.27054479718208313,9.782708168029785
1680882378106,right,acc,-0.5363011956214905,0.363918662071228,9.947908401489258
1680882378127,right,acc,-0.6823474764823914,0.5195417404174805,9.890447616577148
1680882378146,right,acc,-0.6919242739677429,0.7469909191131592,9.5624418258667
1680882378166,right,acc,-0.6727706789970398,0.8212111592292786,9.263166427612305
1680882378186,right,acc,-0.2968810200691223,0.828393816947937,9.514557838439941
1680882378206,right,acc,-0.2346317619085312,0.9792284965515137,9.758766174316406
1680882378227,right,acc,-0.28730419278144836,1.0414776802062988,10.029311180114746
1680882378247,right,acc,-0.5051765441894531,0.9313444495201111,10.335768699645996
1680882378267,right,acc,-0.5219359993934631,0.8954314589500427,9.983820915222168
1680882378287,right,acc,-0.5578489899635315,0.9169792532920837,9.758766174316406
1680882378307,right,acc,-0.6344634294509888,0.871489405632019,9.708487510681152
1680882378328,right,acc,-0.6512228846549988,0.7661445140838623,9.636661529541016
1680882378347,right,acc,-0.8810662031173706,0.8930372595787048,9.81143856048584
1680882378367,right,acc,-0.9361328482627869,0.768538773059845,9.519346237182617
1680882378387,right,acc,-0.9576807022094727,0.8355764150619507,9.313444137573242
1680882378407,right,acc,-1.0749965906143188,0.8882488012313843,9.239224433898926
1680882378428,right,acc,-1.0007762908935547,1.1037269830703735,9.397241592407227
1680882378448,right,acc,-1.3910311460494995,0.6775590777397156,9.375694274902344
1680882378468,right,acc,-1.2880805730819702,0.8954314589500427,9.80904483795166
1680882378488,right,acc,-0.8020575642585754,1.0295066833496094,9.198522567749023
1680882378508,right,acc,-0.6847416758537292,0.7829039692878723,9.768342971801758
1680882378529,right,acc,-0.5506663918495178,0.9241618514060974,10.20648193359375
1680882378548,right,acc,-0.7589619159698486,0.8595184087753296,10.453084945678711
1680882378569,right,acc,-0.811634361743927,0.4812345504760742,10.24000072479248
1680882378588,right,acc,-0.9481038451194763,0.2513911724090576,9.81143856048584
1680882378608,right,acc,-0.7038952708244324,0.33758243918418884,9.773131370544434
1680882378630,right,acc,-0.6919242739677429,0.35913026332855225,9.792284965515137
